#,title,author,category,read?,audio?,language,# Pages,Location,Audible,Chicago?,Cincinnati?,Boston?,Milton?,Date Bought,Date Read,Time on TBR (days),Time on TBR (years),
,Designs For An Anthropology Of The Contemporary,Paul Rainbow & George E. Marcus,Textbook,Yes,No,English,121,Chicago,No,!,Yes,Yes,No,"September 1, 2021","September 1, 2021",0,0,
,Formal Languages And Automata,Peter Linz,Textbook,Yes,No,English,375,Chicago,No,!,Yes,Yes,No,"September 1, 2021","September 1, 2021",0,0,
,Mastering Cloud Computing,"Rajkumar Buyya, Christian Vecchiola, & S. Thamarai Selvi",Textbook,Yes,No,English,425,Chicago,No,!,Yes,Yes,No,"September 1, 2021","September 1, 2021",0,0,
,Hadoop,Tom White,Textbook,Yes,No,English,700,Chicago,No,!,Yes,Yes,No,"September 1, 2021","September 1, 2021",0,0,
1,The Rise Of Kyoshi,F.C. Yee,Gay Fantasy,No,Yes,English,442,Boston,Yes,Yes,Yes,Yes,Yes,"September 1, 2022",N/A,N/A,N/A,
,In Deeper Waters,F.T. Lukens,Gay Fantasy,Yes,Yes,English,303,Boston,Yes!,Rec,Yes,Yes,!,"September 1, 2022","December 24, 2022",114,0.3123287671,
,We Could Be So Good,Cat Sebastian,Gay Fiction,Yes,Yes,English,369,Boston,Yes,Rec,Yes,Yes,Rec,"September 1, 2023","January 25, 2024",146,0.4,
1,A Hundred Vicious Turns,Lee Paige O'Brian,Gay Fantasy,No,Yes,English,374,Boston,Yes,Rec,Yes,Rec,Rec,"September 12, 2023",N/A,N/A,N/A,
7,Heaven Official's Blessing Vol 7,Mo Xiang Tong Xiu,Danmei,No,No,English,336,Boston,No,!,Yes,Yes,No,"September 12, 2023",N/A,N/A,N/A,
3,Nona The Ninth,Tamsyn Muir,Gay Fantasy,No,Yes,English,477,Boston,Yes,Rec,Yes,Yes,Yes,"September 13, 2022",N/A,N/A,N/A,
3,The Dawn Of Yangchen,F.C. Yee,Gay Fantasy,No,Yes,English,324,Boston,Yes,Rec,Yes,Yes,Yes,"September 17, 2022",N/A,N/A,N/A,
,"Red, White, & Royal Blue",Casey McQuiston,Gay Fiction,Yes,Yes,English,418,Chicago,Yes,Yes,Yes,Yes,Yes,"September 17, 2022","September 17, 2022",0,0,
,"Stars, Hide Your Fires",Jessica Mary Best,Gay Science Fiction,No,Yes,English,301,Boston,Yes,!,Yes,Yes,No,"September 17, 2023",N/A,N/A,N/A,
3,The Grandmaster Of Demonic Cultivation The Manhua Vol 3,Mo Xiang Tong Xiu,Danmei,Yes,No,English,,Boston,No,No,No,No,No,"September 19, 2023","October 22, 2023",33,0.0904109589,
,A Long Walk To Water,Linda Sue Park,Historical Fiction,No,Yes,English,117,Boston,Yes,Yes,Yes,Yes,Yes,"September 2, 2022",N/A,N/A,N/A,
2,The Shadow Of Kyoshi,F.C. Yee,Gay Fantasy,No,Yes,English,341,Boston,Yes,Rec,Yes,Yes,Rec,"September 2, 2023",N/A,N/A,N/A,
,Vampires Of El Norte,Isabel Canas,Horror,No,Yes,English,363,Boston,Yes,Rec,Yes,Yes,Yes,"September 2, 2023",N/A,N/A,N/A,
,Thornhedge,T. Kingfisher,Fantasy,No,Yes,English,111,Boston,Yes,Rec,Yes,Yes,Yes,"September 2, 2023",N/A,N/A,N/A,
1,Iron Widow,Xiran Jay Zhao,Gay Fantasy,Yes,Yes,English,391,Chicago,Yes,Yes,Yes,Yes,Yes,"September 21, 2021","October 24, 2021",33,0.0904109589,
2,A Nobleman's Guide To Seducing A Scoundrel,K.J. Charles,Gay Fiction,No,Yes,English,317,Boston,Yes,Rec,Yes,Yes,Rec,"September 23, 2023",N/A,N/A,N/A,
,The Spirit Bares Its Teeth,Andrew Joseph White,Gay Fiction,Yes,Yes,English,381,Boston,Yes,Rec,Yes,Yes,Rec,"September 23, 2023","November 23, 2023",61,0.1671232877,
,Pride And Prejudice And Pittsburgh,Rachael Lippincott,Gay Fiction,No,Yes,English,327,Boston,Yes,Rec,Yes,Yes,Rec,"September 25, 2023",N/A,N/A,N/A,
4,Heaven Official's Blessing Vol 4,Mo Xiang Tong Xiu,Danmei,Yes,No,English,368,Boston,No,!,Yes,Yes,No,"September 27, 2022","January 14, 2023",109,0.298630137,
,The Red Scholar's Wake,Aliette De Bodard,Gay Science Fiction,No,Yes,English,321,Boston,Yes,No,No,No,No,"September 30, 2023",N/A,N/A,N/A,
8,Into The Bright Open,Cherie Dimaline,Gay Fiction,Yes,Yes,English,274,Boston,Yes,Rec,Yes,Rec,Rec,"September 5, 2023","September 26, 2023",21,0.05753424658,
2,The Last Empress,Anchee Min,Historical Fiction,No,Yes,English,308,Boston,Yes,Rec,Rec,Yes,!,"September 6, 2022",N/A,N/A,N/A,
,A Thousand Steps Into Night,Traci Chee,Fantasy,No,Yes,English,370,Boston,Yes,Rec,Rec,Yes,Yes,"September 6, 2022",N/A,N/A,N/A,
,An Afro-Indigenous History Of The United States,Kyle T. Mays,American History,No,Yes,English,192,Boston,Yes,Rec,Yes,Yes,Rec,"September 7, 2022",N/A,N/A,N/A,
1,The Empress Of Salt And Fortune,Nghi Vo,Gay Fantasy,Yes,Yes,English,118,Boston,Yes,Rec,Yes,Yes,Yes,"September 7, 2022","June 26, 2023",292,0.8,
,Covered With Night,Nicole Eustace,Native Americans,Yes,Yes,English,337,Boston,Yes,Yes,Yes,Yes,Yes,"September 7, 2022","November 29, 2022",83,0.2273972603,
1,Binti,Nnedi Okorafor,Science Fiction,Yes,Yes,English,90,Boston,Yes,Yes,Yes,Yes,Yes,"February 13, 2023",158,0.4328767123,,
1,Heir To Thorn And Flame,Ben Alderson,Gay Fantasy,No,Yes,English,467,Boston,Yes,!,Yes,Yes,No,"September 9, 2023",N/A,N/A,N/A,
,"Wild Things, Wild Places",Jane Alexander,Science,No,Yes,English,295,Chicago,Yes,Rec,Rec,!,!,,N/A,N/A,N/A,
,The Winter Of Our Discontent,John Steinbeck,Classic,No,Yes,English,358,Chicago,Yes,No,Yes,!,!,,N/A,N/A,N/A,
,K,Tyler Kepner,American History,No,Yes,English,275,Chicago,Yes,Rec,Yes,!,!,,N/A,N/A,N/A,
1,Wool,Hugh Howey,Science Fiction,No,Yes,English,532,Boston,Yes!,No,No,No,No,,N/A,N/A,N/A,
,When Baghdad Ruled The Muslim World,Hugh Kennedy,History,No,No,English,296,Chicago,No,No,No,No,No,,N/A,N/A,N/A,
,Treason By The Book,Jonathan D. Spence,China,No,No,English,247,Chicago,No,No,No,No,No,,N/A,N/A,N/A,
,Yellow Woman And A Beauty Of The Spirit,Leslie Marmon Silko,Native Americans,No,No,English,200,Chicago,No,No,No,No,No,,N/A,N/A,N/A,
,Thousand Pieces Of Gold,Ruthanne Lum McCunn,Historical Fiction,No,Yes,English,308,Boston,Yes!,No,No,No,No,,N/A,N/A,N/A,
,In Search Of The Old Ones,David Roberts,Native Americans,No,Yes,English,238,Chicago,Yes,Rec,Rec,Rec,Yes,,N/A,N/A,N/A,
,Victoria,A.N. Wilson,Biography,No,Yes,English,575,Chicago,Yes,Rec,Yes,Rec,!,,N/A,N/A,N/A,
,Factory Girls,Lislie T. Chang,China,No,Yes,English,407,Chicago,Yes,Rec,Yes,Rec,Yes,,N/A,N/A,N/A,
,Prince Albert,A.N. Wilson,Biography,No,Yes,English,390,Chicago,Yes,Rec,Rec,Yes,!,,N/A,N/A,N/A,
2,The New Silk Roads,Peter Frankopan,China,No,Yes,English,230,Boston,Yes,Rec,Rec,Yes,!,,N/A,N/A,N/A,
,Early,Sarah DiGregorio,Science,No,Yes,English,308,Chicago,Yes,Rec,Rec,Yes,!,,N/A,N/A,N/A,
,China In Ten Words,Yu Hua,China,No,Yes,English,225,Boston,Yes,Rec,Rec,Yes,!,,N/A,N/A,N/A,
,Imbeciles,Adam Cohen,Science,No,Yes,English,323,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,Glass,Alan Macfarlane & Gerry Martin,History,No,No,English,203,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,Complications,Atul Gawande,Science,No,Yes,English,252,Chicago,Yes,Rec,Yes,Yes,Yes,,N/A,N/A,N/A,
,Horizon,Barry Lopez,History,No,Yes,English,512,Boston,Yes!,Rec,Yes,Yes,Rec,,N/A,N/A,N/A,
,Abraham Lincoln,Benjamin P. Thomas,Civil War,No,No,English,522,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,The Plague Cycle,Charles Kenny,Science,No,Yes,English,237,Boston,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,To Hold Up The Sky,Cixin Liu,Science Fiction,No,Yes,English,334,Boston,Yes,Rec,Yes,Yes,Rec,,N/A,N/A,N/A,
,An Actor Prepares,Constantin Stanislavski,Theatre,No,Yes,English,336,Chicago,Yes,!,Yes,Yes,No,,N/A,N/A,N/A,
,Lincoln The Unknown,Dale Carnegie,Civil War,No,No,English,253,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,American Revolution,David C.G. Dutcher,American History,No,No,English,56,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,Frederick Douglass,David W. Blight,Civil War,No,Yes,English,764,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,Unorthodox,Deborah Feldman,Memior,No,Yes,English,256,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,American Moonshot,Douglas Brinkley,American History,No,Yes,English,460,Chicago,Yes,Rec,Yes,Yes,Rec,,N/A,N/A,N/A,
,Ice Bound,Dr. Jerri Nielsen,Memior,No,Yes,English,362,Chicago,Yes,!,Yes,Yes,No,,N/A,N/A,N/A,
,Theodore Rex,Edmund Morris,American History,No,Yes,English,555,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,She Came To Slay,Erica Armstrong Dunbar,American History,No,Yes,English,139,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,Age Of Ambition,Evan Osnos,China,No,Yes,English,371,Chicago,Yes,!,Yes,Yes,No,,N/A,N/A,N/A,
,Teacher Says,Evelyn Porreca Vuko,Teaching,No,No,English,290,Boston,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,Gone Girl,Gillian Flynn,Mystery,No,Yes,English,555,Boston,Yes,Yes,Yes,Yes,Yes,,N/A,N/A,N/A,
,Gettysburg,Harry W. Pfanz,Civil War,No,No,English,60,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,Lost City Of The Incas,Hiram Bingham,Native Americans,No,No,English,254,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
2,The Odyssey,Homer,Classic,No,Yes,English,365,Boston,Yes,Rec,Yes,Yes,Yes,,N/A,N/A,N/A,
,History Of The Civil War,James I. Robertson Jr.,Civil War,No,No,English,63,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,Downton Abby A Celebration,Jessica Fellows,TV and movie,No,No,English,317,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,Che,Jon Lee Anderson & Jose Hernandez,South American History,No,No,English,421,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,Evil,Julia Shaw,Science,No,Yes,English,264,Chicago,Yes,!,Yes,Yes,No,,N/A,N/A,N/A,
,Sex And Vanity,Kevin Kwan,Fiction,No,Yes,English,315,Chicago,Yes,Yes,Yes,Yes,Yes,,N/A,N/A,N/A,
1,Ringworld,Larry Niven,Classic,No,Yes,English,342,Boston,Yes,Rec,Yes,Yes,Yes,,N/A,N/A,N/A,
,China Dolls,Lisa See,Historical Fiction,No,Yes,English,376,Boston,Yes,Rec,Yes,Yes,Yes,,N/A,N/A,N/A,
,The Song Of Achilles,Madeline Miller,Gay Fantasy,No,Yes,English,369,Boston,Yes,Rec,Yes,Yes,Yes,,N/A,N/A,N/A,
,Al Tanto,Many,Fiction,No,Yes,English,133,Chicago,Yes,!,Yes,Yes,No,,N/A,N/A,N/A,
,"Silver, Sword, & Stone",Marie Arana,South American History,No,Yes,English,362,Boston,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,My Thoughts Be Bloody,Nora Titone,Civil War,No,Yes,English,386,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,The Book Of Eels,Patrick Svensson,Science,No,Yes,English,235,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,In The Heights Finding Home,"Quiara Alegría Hudes, Jeremy McCarter, & Lin-Manuel Miranda",Theatre,No,Yes,English,269,Chicago,No,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,Inhuman Traffick,Rafe Blaufarb & Liz Clarke,History,No,No,English,179,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,God: A Human History,Reza Aslan,Religion,No,Yes,english,171,Boston,Yes,Yes,Yes,Yes,!,,N/A,N/A,N/A,
,Lincoln and his Word,Richard Lawrence Miller,Civil War,No,No,English,533,Chicago,No,!,Yes,Yes,No,,N/A,N/A,N/A,
,The Disappearing Spoon,Sam Kean,Science,No,Yes,English,346,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,Gods Of Jade And Shadow,Silvia Moreno-Garcia,Fantasy,No,Yes,English,334,Boston,Yes,Yes,Yes,Yes,Rec,,N/A,N/A,N/A,
,In The Shadow Of The Sword,Tom Holland,History,No,Yes,English,474,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,Confederates In The Attic,Tony Horwitz,Civil War,No,Yes,English,390,Chicago,Yes,Rec,Yes,Yes,!,,N/A,N/A,N/A,
,Strength In What Remains,Tracy Kidder,History,No,Yes,English,259,Chicago,Yes,Rec,Yes,Yes,Yes,,N/A,N/A,N/A,
,The Super Age,Bradley Schurman,History,Yes,Yes,English,211,Chicago,Yes!,Rec,Rec,!,!,,,0,0,
,Stranger In Shogun's City,Amy Stanley,History,Yes,Yes,English,252,Chicago,Yes,Rec,Yes,!,!,,,0,0,
,Come From Away: Welcome To The Rock,Irene Sankoff & David Hein,Theatre,Yes,Yes,English,223,Chicago,Yes,Rec,Yes,!,!,,"January 21, 2022",44582,122.1424658,
,China: A History,John Keay,China,Yes,Yes,English,535,Chicago,Yes,Rec,Yes,!,!,,,0,0,
,Madhouse At The End Of The Earth,Julian Sancton,History,Yes,Yes,English,307,Chicago,Yes,Rec,Yes,!,Yes,,,0,0,
,Bullets And Opium,Liao Yiwu,China,Yes,Yes,English,254,Chicago,Yes,Rec,Yes,!,!,,,0,0,
,The Gettysburg Address,Abraham Lincoln,Civil War,Yes,No,English,89,Chicago,No,No,No,No,No,,,0,0,
,Trabajo Y Vida,Garfinkel Latorre,Language,Yes,No,English,184,Chicago,No,No,No,No,No,,,0,0,
,The Rise And Fall Of Alexandria,Justin Pollard & Howard Reid,Egyptian Studies,Yes,Yes,English,290,Chicago,Yes,Rec,Rec,Yes,!,,"December 21, 2023",45281,124.0575342,
,The Case For God,Karen Armstrong,Religion,Yes,Yes,English,330,Boston,Yes,Rec,Rec,Yes,!,#REF!,"October 30, 2023",45229,123.9150685,
1,HeartStopper Vol 1,Alice Oseman,Gay Fiction,Yes,No,English,263,Boston,No,!,Yes,Yes,No,,,0,0,
3,Heartstopper Vol 3,Alice Oseman,Gay Fiction,Yes,No,English,351,Boston,No,!,Yes,Yes,No,,,0,0,
4,Heartstopper Vol 4,Alice Oseman,Gay Fiction,Yes,No,English,367,Boston,No,!,Yes,Yes,No,,,0,0,
,Where The Past Begins,Amy Tan,China,Yes,Yes,English,357,Chicago,Yes,Rec,Yes,Yes,!,,"April 18, 2022",44669,122.3808219,
,Artemis,Andy Weir,Science Fiction,Yes,Yes,English,305,Chicago,Yes,!,Yes,Yes,No,,"July 31, 2019",43677,119.6630137,
,Project Hail Mary,Andy Weir,Science Fiction,Yes,Yes,English,476,Boston,Yes!,!,Yes,Yes,No,,"December 2, 2022",44897,123.0054795,
,Tender Is The Flesh,Augustina Bazterrica,Horror,Yes,Yes,English,209,Chicago,Yes,Rec,Yes,Yes,Yes,,,0,0,
,Reading Lolita in Tehran,Azar Nafisi,Memior,Yes,Yes,English,343,Chicago,Yes,Rec,Yes,Yes,!,,"July 15, 2022",44757,122.6219178,
,Spark,Bill Chambers & Matei Zaharia,Textbook,Yes,No,English,559,Chicago,No,!,Yes,Yes,No,,,0,0,
,Just Mercy,Bryan Stevenson,Race Relations,Yes,Yes,English,336,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Inferno,Catherine Cho,Memior,Yes,Yes,English,242,Chicago,Yes,Rec,Yes,Yes,Yes,,,0,0,
2,Our Violent Ends,Chloe Gong,Gay Fantasy,Yes,Yes,English,496,Chicago,Yes,Yes,Yes,Yes,Yes,,"July 31, 2022",44773,122.6657534,
1,These Violent Delights,Chloe Gong,Gay Fantasy,Yes,Yes,English,439,Chicago,Yes,Yes,Yes,Yes,Yes,,"July 5, 2022",44747,122.5945205,
1,Eragon,Christopher Paolini,Fantasy,Yes,Yes,English,497,Boston,Yes!,Yes,Yes,Yes,Yes,,,0,0,
,Sex At Dawn,Christopher Ryan & Cacilda Jetha,Science,Yes,Yes,English,312,Chicago,Yes!,!,Yes,Yes,No,,"August 3, 2022",44776,122.6739726,
,The Tangled Tree,David Quammen,Science,Yes,Yes,English,386,Boston,Yes,Rec,Yes,Yes,Yes,,"September 15, 2023",45184,123.7917808,
,Frankly In Love,David Yoon,Fiction,Yes,Yes,English,406,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,The Sixth Extinction,Elizabeth Kolbert,Science,Yes,Yes,English,269,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Demystifying Disability,Emily Ladau,History,Yes,Yes,English,149,Chicago,Yes,!,Yes,Yes,No,,,0,0,
,The Great Gatsby,F. Scott Fitzgerald,Classic,Yes,Yes,English,182,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,The Witch's Heart,Genevieve Gornichec,Gay Fantasy,Yes,Yes,English,347,Boston,Yes,Rec,Yes,Yes,!,,"April 26, 2023",45042,123.4027397,
,H Is For Hawk,Helen Macdonald,Science,Yes,Yes,English,283,Boston,Yes!,Yes,Yes,Yes,Yes,,"December 18, 2022",44913,123.0493151,
,The Romanov Sisters,Helen Rappaport,History,Yes,Yes,English,381,Chicago,Yes,Yes,Yes,Yes,!,,"June 20, 2022",44732,122.5534247,
1,Fullmetal Alchemist,Hiromu Arakawa,Fantasy,Yes,No,English,269,Chicago,No,!,Yes,Yes,No,,,0,0,
,Spanish For Oral And Written Review,Iglesias-Meiden,Textbook,Yes,No,English,429,Chicago,No,!,Yes,Yes,No,,,0,0,
,Caste,Isabel Wilkerson,Race Relations,Yes,Yes,English,388,Boston,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Persuasion,Jane Austen,Classic,Yes,Yes,English,238,Chicago,Yes!,Rec,Yes,Yes,Yes,,"September 29, 2020",44103,120.830137,
,Sense And Sensibility,Jane Austen,Classic,Yes,Yes,English,337,Chicago,Yes!,Rec,Yes,Yes,Yes,,,0,0,
,Stamped,Jason Reynolds & Ibram X. Kendi,Race Relations,Yes,Yes,English,248,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Inherit The Wind,Jerome Lawrence & Robert E. Lee,Play,Yes,Yes,English,129,Chicago,Yes,!,Yes,Yes,No,,,0,0,
,The Anthropocene Reviewed,John Green,Memior,Yes,Yes,English,274,Chicago,Yes,Yes,Yes,Yes,,#REF!,,0,0,
2,The Golem's Eye,Johnathan Stroud,Fantasy,Yes,Yes,English,556,Boston,Yes,Yes,Yes,Yes,!,,,0,0,
,War Of The Whales,Joshua Horwitz,Science,Yes,Yes,English,355,Chicago,Yes,Rec,Yes,Yes,!,,"July 3, 2022",44745,122.5890411,
,The Woman They Could Not Silence,Kate Moore,History,Yes,Yes,English,454,Boston,Yes,Yes,Yes,Yes,Yes,,"February 2, 2023",44959,123.1753425,
1,The Grace Of Kings,Ken Liu,Fantasy,Yes,Yes,English,618,Boston,Yes,Rec,Yes,Yes,!,,"July 29, 2021",44406,121.660274,
2,The Wall Of Storms,Ken Liu,Gay Fantasy,Yes,Yes,English,852,Boston,Yes,Rec,Yes,Yes,!,,,0,0,
,American Indian Archaeology,Kenneth Barnett Tankersley & Robert Brand Newman,Textbook,Yes,No,English,295,Chicago,No,!,Yes,Yes,No,,,0,0,
,Kite Runner,Khaled Hosseini,Historical Fiction,Yes,Yes,English,371,Chicago,Yes,Yes,Yes,Yes,Yes,,"June 16, 2021",44363,121.5424658,
,Fire Logic,Laurie J. Marks,Gay Fantasy,Yes,No,English,359,Chicago,No,!,Yes,Yes,No,,,0,0,
,Hamilton The Revolution,Lin-Manuel Miranda & Jeremy McCarter,Theatre,Yes,Yes,English,285,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
1,The First Sister,Linden A. Lewis,Gay Science Fiction,Yes,Yes,English,342,Boston,Yes!,Rec,Yes,Yes,!,,,0,0,
,The Island Of Sea Women,Lisa See,Historical Fiction,Yes,Yes,English,365,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Circe,Madeline Miller,Fantasy,Yes,Yes,English,385,Boston,Yes,Yes,Yes,Yes,Yes,,"July 30, 2023",45137,123.6630137,
,This Is Your Mind On Plants,Michael Pollan,Science,Yes,Yes,English,247,Boston,Yes,Yes,Yes,Yes,Yes,,"March 26, 2023",45011,123.3178082,
1,The Gilded Ones,Namina Forna,Fantasy,Yes,Yes,English,415,Chicago,Yes,Rec,Yes,Yes,Yes,,"June 30, 2022",44742,122.5808219,
,The Sun Is Also A Star,Nicola Yoon,Fiction,Yes,Yes,English,344,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Empire Of Pain,Patrick Radden Keefe,Modern History,Yes,Yes,English,441,Chicago,Yes,Yes,Yes,Yes,Yes,,"June 30, 2022",44742,122.5808219,
,"Fevers, Feuds, and Diamonds",Paul Farmer,Modern History,Yes,Yes,English,526,Chicago,Yes,Rec,Yes,Yes,!,,,0,0,
1,Silk Roads,Peter Frankopan,China,Yes,Yes,English,505,Boston,Yes!,Rec,Yes,Yes,!,,"August 11, 2023",45149,123.6958904,
1,The Poppy War,R.F. Kuang,Fantasy,Yes,Yes,English,527,Boston,Yes,Yes,Yes,Yes,Yes,,"August 16, 2023",45154,123.709589,
1,Lore Olympus Vol 1,Rachel Smythe,Fantasy,Yes,No,English,384,Chicago,No,!,Yes,Yes,No,,"December 31, 2021",44561,122.0849315,
,Fathoms,Rebecca Giggs,Science,Yes,Yes,English,283,Chicago,Yes,Rec,Yes,Yes,!,,,0,0,
1,Black Sun,Rebecca Roanhorse,Gay Fantasy,Yes,Yes,English,450,Boston,Yes,Yes,Yes,Yes,!,,,0,0,
,Daughter Of The Deep,Rick Riordan,Science Fiction,Yes,Yes,English,336,Boston,Yes,Yes,Yes,Yes,Yes,,"November 24, 2022",44889,122.9835616,
,Light From Uncommon Stars,Ryka Aoki,Gay Science Fiction,Yes,Yes,English,369,Chicago,Yes,Rec,Yes,Yes,Yes,,,0,0,
,Hymns Of The Republic,S.C. Gwynne,Civil War,Yes,Yes,English,325,Boston,Yes,Rec,Yes,Yes,!,,"August 26, 2023",45164,123.7369863,
,Empire Of The Summer Moon,S.C. Gwynne,Native Americans,Yes,Yes,English,319,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Race The Sands,Sarah Beth Durst,Fantasy,Yes,Yes,English,528,Chicago,Yes,Rec,Yes,Yes,!,,,0,0,
1,She Who Became The Sun,Shelley Parker-Chan,Gay Fantasy,Yes,Yes,English,411,Boston,Yes,Yes,Yes,Yes,Yes,,,0,0,
,Mexican Gothic,Silvia Moreno-Garcia,Horror,Yes,Yes,English,301,Chicago,Yes,Yes,Yes,Yes,Yes,,,0,0,
,The Downstairs Girl,Stacey Lee,Historical Fiction,Yes,Yes,English,369,Chicago,Yes,Yes,Yes,Yes,Yes,,"January 13, 2022",44574,122.1205479,
,The Only Good Indians,Stephen Graham Jones,Horror,Yes,Yes,English,305,Chicago,Yes,Rec,Yes,Yes,!,,"November 16, 2021",44516,121.9616438,
1,Daughter Of The Moon Goddess,Sue Lynn Tan,Fantasy,Yes,Yes,English,498,Boston,Yes,Yes,Yes,Yes,Yes,,"February 17, 2022",44609,122.2164384,
,The Soul Of An Octopus,Sy Montgomery,Science,Yes,Yes,English,244,Chicago,Yes,Yes,Yes,Yes,Yes,,"July 10, 2021",44387,121.6082192,
,Under The Whispering Door,T.J. Klune,Gay Fantasy,Yes,Yes,English,373,Boston,Yes,Yes,Yes,Yes,Yes,,"October 15, 2022",44849,122.8739726,
,The Mosquito,Timothy C. Winegard,Science,Yes,Yes,English,442,Chicago,Yes,Yes,Yes,Yes,!,,"January 11, 2022",44572,122.1150685,
1,A Wizard Of Earthsea,Ursula K. Le Guin,Fantasy,Yes,Yes,English,257,Boston,Yes,Yes,Yes,Yes,Yes,,"August 30, 2022",44803,122.7479452,
,The Code Breaker,Walter Isaacson,Science,Yes,Yes,English,481,Boston,Yes,Yes,Yes,Yes,Yes,,"September 22, 2022",44826,122.8109589,
,The Twisted Ones,T. Kingfisher,Horror,No,Yes,English,381,Boston,Yes,Rec,Yes,Yes,Rec,"January 30, 2024",N/A,N/A,N/A,
1,A Dowry Of Blood,S.T. Gibson,Horror,No,Yes,English,292,Boston,Yes,Rec,Yes,Yes,Rec,"January 30, 2024",N/A,N/A,N/A,
3,Heartsong,T.J. Klune,Gay Fantasy,No,Yes,English,468,Boston,Yes,Rec,Yes,Yes,Rec,"January 30, 2024",N/A,N/A,N/A,
,"To Be Taught, If Fortunate",Becky Chambers,Gay Science Fiction,No,Yes,English,135,Boston,Yes,Rec,Yes,Yes,Rec,"January 29, 2024",N/A,N/A,N/A,
,The Future,Naomi Alderman,Fiction,No,Yes,English,415,Boston,Yes,Rec,Yes,Yes,Rec,"January 29, 2024",N/A,N/A,N/A,
1,The Jasad Heir,Sara Hashem,Fantasy,No,Yes,English,480,Boston,Yes,Rec,Yes,Yes,Yes,"January 29, 2024",N/A,N/A,N/A,
1,Zhara,S. Jae-Jones,Fantasy,No,Yes,English,491,Boston,Yes,Rec,Rec,Yes,Yes,"January 29, 2024",N/A,N/A,N/A,
,The Necessity Of Rain,Sarah Chorn,Gay Fantasy,No,No,English,316,Boston,No,No,No,No,No,"January 31, 2024",N/A,N/A,N/A,
,Evergreen,Devin Greenlee,Gay Fantasy,No,Yes,English,323,Boston,Yes,Rec,Rec,Rec,Rec,"January 31, 2024",N/A,N/A,N/A,
3,Tales Of The Celestial Kingdom,Sue Lynn Tan,Fantasy,No,Yes,English,146,Boston,Yes,Rec,Yes,Yes,Rec,"February 6, 2024",N/A,N/A,N/A,
,Voyage Of The Damned,Frances White,Gay Fantasy,No,,English,468,Boston,,,,,,"February 5, 2024",N/A,N/A,N/A,
1,Case File Compendium Vol 1,Rou Bao Bu Chi Rou,Danmei,No,No,English,413,Boston,No,No,No,No,No,"February 13, 2024",N/A,N/A,N/A,
,The Fox Maidens,Robin Ha,Gay Fantasy,No,No,English,311,Boston,No,No,No,No,No,"February 13, 2024",N/A,N/A,N/A,
5,The Grandmaster Of Demonic Cultivation The Manhua Vol 5,Mo Xiang Tong Xiu,Danmei,No,No,English,221,Boston,No,No,No,No,No,"February 14, 2024",N/A,N/A,N/A,
1,The Only Sunflower I See Is You Vol 1,Bai Bai,Danmei,No,No,English,370,Boston,No,No,No,No,No,"February 20, 2024",N/A,N/A,N/A,
3,The Only Sunflower I See Is You Vol 3,Bai Bai,Danmei,No,No,English,380,Boston,No,No,No,No,No,"February 20, 2024",N/A,N/A,N/A,
2,The Only Sunflower I See Is You Vol 2,Bai Bai,Danmei,No,No,English,510,Boston,No,No,No,No,No,"February 20, 2024",N/A,N/A,N/A,
